2017-04-14 17:01:36|124|12.505042
2017-04-14 17:01:39|135|11.106672
2017-04-14 17:01:42|147|8.269153
2017-04-14 17:01:45|151|10.748793
2017-04-14 17:01:49|305|18.308182
2017-04-14 17:01:52|348|14.965986
2017-04-14 17:01:55|240|13.887783
2017-04-14 17:01:58|338|13.259668
2017-04-14 17:02:02|234|13.521015
2017-04-14 17:02:05|238|13.541255
2017-04-14 17:02:08|240|12.899361
2017-04-14 17:02:11|240|11.827112
2017-04-14 17:02:15|238|13.028306
2017-04-14 17:02:18|238|13.301849
2017-04-14 17:02:21|238|12.727979
2017-04-14 17:02:24|236|12.470772
2017-04-14 17:02:28|334|13.0873785
2017-04-14 17:02:31|239|12.963686
2017-04-14 17:02:34|237|13.639907
2017-04-14 17:02:37|238|13.289423
2017-04-14 17:02:41|239|13.356562
2017-04-14 17:02:44|335|13.435174
2017-04-14 17:02:47|240|13.124504
2017-04-14 17:02:50|335|13.132912
2017-04-14 17:02:54|239|13.543748
2017-04-14 17:02:57|337|13.508223
2017-04-14 17:03:00|241|13.793103
2017-04-14 17:03:03|241|13.736903
2017-04-14 17:03:07|240|12.732198
2017-04-14 17:03:10|240|13.367108
2017-04-14 17:03:13|240|12.939359
2017-04-14 17:03:16|240|13.330742
2017-04-14 17:03:20|240|13.268482
2017-04-14 17:03:23|240|12.891986
2017-04-14 17:03:26|241|13.135593
2017-04-14 17:03:30|241|14.133439
2017-04-14 17:03:33|243|13.521891
2017-04-14 17:03:36|242|13.602214
2017-04-14 17:03:39|339|13.752456
2017-04-14 17:03:43|244|13.144431
2017-04-14 17:03:46|243|13.416536
2017-04-14 17:03:49|242|13.369608
2017-04-14 17:03:52|241|13.773149
2017-04-14 17:03:56|241|13.222179
2017-04-14 17:03:59|241|13.4988365
2017-04-14 17:04:02|241|13.75931
2017-04-14 17:04:06|241|13.678516
2017-04-14 17:04:09|242|14.03989
2017-04-14 17:04:12|338|13.790417
2017-04-14 17:04:15|243|12.504854
2017-04-14 17:04:19|243|13.606494
2017-04-14 17:04:22|243|14.1190195
2017-04-14 17:04:25|243|13.708738
2017-04-14 17:04:28|243|13.83771
2017-04-14 17:04:32|243|13.963438
2017-04-14 17:04:35|243|14.105097
2017-04-14 17:04:38|243|14.381933
2017-04-14 17:04:41|243|13.840694
2017-04-14 17:04:45|243|13.225425
2017-04-14 17:04:48|340|13.811939
2017-04-14 17:04:51|244|13.871473
2017-04-14 17:04:54|245|13.438114
2017-04-14 17:04:58|244|13.288906
2017-04-14 17:05:01|244|12.927018
2017-04-14 17:05:04|244|12.403698
2017-04-14 17:05:07|244|12.4374275
2017-04-14 17:05:11|244|12.548263
2017-04-14 17:05:14|244|13.333333
2017-04-14 17:05:17|245|13.62217
2017-04-14 17:05:20|246|13.228963
2017-04-14 17:05:24|246|13.864542
2017-04-14 17:05:27|246|13.533834
2017-04-14 17:05:30|246|13.491124
2017-04-14 17:05:33|246|13.772692
2017-04-14 17:05:37|246|13.638155
2017-04-14 17:05:40|246|13.693765
2017-04-14 17:05:43|251|14.620797
2017-04-14 17:05:46|348|13.840156
2017-04-14 17:05:50|251|13.529411
2017-04-14 17:05:53|248|13.910658
2017-04-14 17:05:56|248|13.648808
2017-04-14 17:05:59|248|13.903111
2017-04-14 17:06:03|254|13.758259
2017-04-14 17:06:06|255|13.6539955
2017-04-14 17:06:09|255|13.305052
2017-04-14 17:06:13|248|14.163756
2017-04-14 17:06:16|343|12.162162
2017-04-14 17:06:19|248|13.252541
2017-04-14 17:06:22|248|12.7700615
2017-04-14 17:06:26|346|12.339931
2017-04-14 17:06:29|347|12.87703
2017-04-14 17:06:32|252|13.361571
2017-04-14 17:06:35|254|14.313346
