2017-04-14 17:01:33|0|0|0
2017-04-14 17:01:38|0|0|0
2017-04-14 17:01:43|11835|4791|7044
2017-04-14 17:01:48|13043|5131|7912
2017-04-14 17:01:53|299339|276449|22890
2017-04-14 17:01:58|333245|306787|26458
2017-04-14 17:02:03|360631|331319|29312
2017-04-14 17:02:08|387725|355905|31820
2017-04-14 17:02:13|413957|379449|34508
2017-04-14 17:02:18|434152|397164|36988
2017-04-14 17:02:23|449573|410637|38936
2017-04-14 17:02:28|467623|426158|41465
2017-04-14 17:02:33|487571|442806|44765
2017-04-14 17:02:38|508224|459398|48826
2017-04-14 17:02:43|529978|476136|53842
2017-04-14 17:02:48|548433|489515|58918
2017-04-14 17:02:53|578925|512795|66130
2017-04-14 17:02:58|598050|527924|70126
2017-04-14 17:03:03|632117|555878|76239
2017-04-14 17:03:08|653028|572593|80435
2017-04-14 17:03:13|678752|592657|86095
2017-04-14 17:03:18|703693|613006|90687
2017-04-14 17:03:23|724939|630851|94088
2017-04-14 17:03:28|750321|652661|97660
2017-04-14 17:03:33|770558|670210|100348
2017-04-14 17:03:38|801151|697422|103729
2017-04-14 17:03:43|814143|708074|106069
2017-04-14 17:03:48|828404|719754|108650
2017-04-14 17:03:53|850043|738652|111391
2017-04-14 17:03:58|888951|774923|114028
2017-04-14 17:04:03|916947|799607|117340
2017-04-14 17:04:08|942767|821365|121402
2017-04-14 17:04:13|952054|828572|123482
2017-04-14 17:04:18|961889|835631|126258
2017-04-14 17:04:23|991011|861139|129872
2017-04-14 17:04:28|1011838|879110|132728
2017-04-14 17:04:33|1024435|889902|134533
2017-04-14 17:04:38|1054647|917378|137269
2017-04-14 17:04:43|1100880|959358|141522
2017-04-14 17:04:48|1144984|1000346|144638
2017-04-14 17:04:53|1193886|1045684|148202
2017-04-14 17:04:58|1250087|1098525|151562
2017-04-14 17:05:03|1268216|1114557|153659
2017-04-14 17:05:08|1268332|1114609|153723
2017-04-14 17:05:13|1275314|1120787|154527
